LOC,CC,PC,label
21.0,5.0,1.0,1
4.0,1.0,1.0,1
3.0,2.0,2.0,1
39.0,3.0,0.0,1
4.0,2.0,3.0,1
26.0,6.0,2.0,1
0.0,1.0,3.0,2
3.0,1.0,1.0,2
3.0,1.0,5.0,2
3.0,1.0,0.0,2
6.0,1.0,0.0,1
32.0,1.0,0.0,2
26.0,7.0,0.0,1
6.0,2.0,1.0,2
80.0,15.0,0.0,2
9.0,3.0,0.0,1
22.0,1.0,0.0,1
12.0,4.0,0.0,2
9.0,3.0,3.0,1
6.0,2.0,1.0,2
10.0,1.0,3.0,2
22.0,6.0,1.0,1
36.0,4.0,2.0,1
71.0,22.0,1.0,1
29.0,2.0,0.0,1
25.0,8.0,4.0,1
4.0,2.0,1.0,1
47.0,10.0,1.0,1
6.0,2.0,1.0,2
15.0,1.0,2.0,2
19.0,5.0,0.0,1
9.0,1.0,2.0,2
3.0,1.0,6.0,2
6.0,1.0,1.0,2
3.0,1.0,0.0,2
3.0,1.0,0.0,1
3.0,1.0,1.0,2
7.0,2.0,4.0,1
51.0,12.0,3.0,1
3.0,1.0,0.0,2
38.0,2.0,0.0,1
20.0,4.0,1.0,1
16.0,3.0,0.0,1
103.0,21.0,0.0,2
46.0,11.0,1.0,1
3.0,1.0,1.0,1
24.0,3.0,1.0,2
168.0,53.0,2.0,2
14.0,2.0,2.0,1
51.0,9.0,0.0,1
13.0,1.0,0.0,2
10.0,3.0,0.0,1
28.0,1.0,1.0,1
18.0,5.0,2.0,1
78.0,16.0,2.0,2
4.0,2.0,1.0,2
15.0,4.0,4.0,2
19.0,6.0,1.0,2
6.0,2.0,1.0,1
3.0,1.0,0.0,2
12.0,4.0,0.0,2
4.0,2.0,1.0,1
20.0,2.0,0.0,1
4.0,1.0,6.0,2
28.0,5.0,1.0,1
6.0,1.0,2.0,2
13.0,2.0,2.0,1
9.0,1.0,2.0,1
56.0,5.0,1.0,1
257.0,132.0,2.0,2
27.0,5.0,0.0,1
16.0,3.0,1.0,1
79.0,14.0,1.0,2
3.0,1.0,1.0,1
25.0,7.0,1.0,2
9.0,1.0,0.0,1
3.0,1.0,1.0,1
6.0,1.0,0.0,1
5.0,1.0,5.0,2
3.0,1.0,5.0,1
9.0,2.0,0.0,1
5.0,1.0,0.0,2
34.0,3.0,0.0,1
29.0,1.0,0.0,1
0.0,1.0,0.0,2
14.0,2.0,1.0,1
47.0,10.0,0.0,1
7.0,2.0,0.0,1
3.0,1.0,1.0,2
3.0,1.0,0.0,1
6.0,3.0,2.0,1
4.0,1.0,0.0,2
40.0,5.0,2.0,1
25.0,8.0,0.0,1
11.0,1.0,0.0,1
44.0,5.0,3.0,2
12.0,2.0,1.0,2
63.0,11.0,1.0,1
22.0,6.0,3.0,2
6.0,1.0,0.0,1
22.0,4.0,2.0,2
3.0,1.0,0.0,2
10.0,4.0,0.0,1
5.0,1.0,0.0,1
27.0,7.0,1.0,1
8.0,3.0,0.0,1
13.0,4.0,0.0,2
6.0,2.0,1.0,2
19.0,5.0,0.0,1
13.0,5.0,1.0,1
3.0,1.0,0.0,1
30.0,4.0,1.0,2
7.0,2.0,0.0,1
5.0,2.0,3.0,2
12.0,2.0,3.0,1
22.0,8.0,0.0,1
0.0,1.0,1.0,2
8.0,2.0,1.0,1
14.0,4.0,0.0,1
36.0,1.0,0.0,2
5.0,1.0,0.0,2
20.0,3.0,2.0,1
7.0,1.0,2.0,1
7.0,2.0,0.0,1
19.0,6.0,1.0,1
45.0,6.0,0.0,1
0.0,1.0,2.0,2
9.0,2.0,0.0,1
16.0,3.0,0.0,1
3.0,1.0,1.0,2
8.0,3.0,1.0,1
61.0,10.0,1.0,1
8.0,2.0,0.0,2
6.0,1.0,1.0,2
25.0,4.0,1.0,2
5.0,1.0,0.0,2
16.0,1.0,0.0,1
12.0,2.0,2.0,2
13.0,4.0,3.0,1
32.0,4.0,2.0,1
4.0,1.0,1.0,1
3.0,1.0,3.0,2
27.0,2.0,0.0,1
3.0,1.0,0.0,2
34.0,4.0,0.0,1
5.0,1.0,0.0,2
8.0,2.0,1.0,1
17.0,2.0,2.0,1
82.0,19.0,0.0,1
3.0,1.0,0.0,1
11.0,1.0,3.0,1
12.0,2.0,2.0,1
26.0,3.0,1.0,1
22.0,4.0,5.0,2
11.0,3.0,1.0,2
0.0,1.0,4.0,2
3.0,1.0,0.0,2
10.0,9.0,1.0,1
4.0,1.0,1.0,1
4.0,2.0,0.0,2
53.0,4.0,1.0,1
23.0,6.0,1.0,1
18.0,6.0,1.0,2
12.0,3.0,1.0,2
39.0,7.0,1.0,2
3.0,1.0,2.0,2
3.0,1.0,0.0,2
32.0,10.0,2.0,1
4.0,2.0,0.0,2
13.0,2.0,3.0,1
3.0,1.0,0.0,1
14.0,1.0,0.0,1
15.0,4.0,0.0,2
26.0,8.0,1.0,1
3.0,1.0,1.0,1
7.0,1.0,1.0,2
21.0,5.0,2.0,2
16.0,6.0,0.0,1
32.0,9.0,2.0,2
14.0,2.0,1.0,2
6.0,1.0,0.0,1
3.0,1.0,0.0,2
23.0,6.0,1.0,2
24.0,1.0,0.0,1
3.0,1.0,0.0,2
122.0,23.0,3.0,2
40.0,1.0,0.0,2
21.0,2.0,0.0,1
3.0,1.0,0.0,2
8.0,2.0,0.0,2
8.0,1.0,1.0,2
3.0,1.0,0.0,1
3.0,1.0,1.0,1
27.0,7.0,1.0,1
26.0,7.0,0.0,2
11.0,1.0,2.0,1
45.0,8.0,0.0,2
14.0,4.0,0.0,1
8.0,1.0,0.0,2
21.0,4.0,0.0,2
16.0,8.0,1.0,1
6.0,2.0,0.0,2
11.0,3.0,0.0,1
22.0,5.0,0.0,1
15.0,2.0,0.0,1
22.0,7.0,3.0,1
0.0,1.0,1.0,2
3.0,1.0,0.0,1
13.0,4.0,0.0,1
51.0,11.0,1.0,2
122.0,23.0,0.0,2
23.0,4.0,1.0,1
3.0,1.0,3.0,2
13.0,4.0,1.0,2
3.0,1.0,1.0,2
68.0,21.0,5.0,1
5.0,1.0,0.0,1
5.0,1.0,0.0,1
3.0,1.0,0.0,1
13.0,3.0,0.0,1
30.0,4.0,4.0,2
23.0,5.0,0.0,1
48.0,10.0,1.0,1
41.0,1.0,0.0,2
14.0,1.0,0.0,1
7.0,2.0,0.0,2
3.0,1.0,0.0,2
70.0,6.0,1.0,2
13.0,1.0,1.0,2
12.0,1.0,0.0,1
0.0,1.0,5.0,2
4.0,1.0,1.0,2
15.0,1.0,0.0,1
7.0,2.0,1.0,1
9.0,1.0,3.0,2
11.0,3.0,0.0,1
3.0,1.0,0.0,2
8.0,1.0,0.0,1
6.0,1.0,1.0,1
60.0,13.0,0.0,2
10.0,3.0,2.0,2
32.0,14.0,0.0,2
3.0,1.0,0.0,2
3.0,1.0,0.0,1
6.0,1.0,0.0,1
12.0,1.0,0.0,2
56.0,12.0,0.0,1
14.0,3.0,1.0,1
12.0,3.0,0.0,2
5.0,1.0,0.0,1
6.0,2.0,0.0,1
36.0,9.0,2.0,1
3.0,1.0,0.0,1
10.0,2.0,2.0,2
72.0,14.0,1.0,1
8.0,1.0,0.0,1
8.0,2.0,1.0,1
10.0,3.0,0.0,1
14.0,4.0,3.0,1
4.0,1.0,0.0,2
7.0,1.0,5.0,1
60.0,8.0,0.0,1
0.0,1.0,1.0,2
5.0,1.0,1.0,1
6.0,1.0,0.0,1
20.0,4.0,0.0,1
10.0,1.0,8.0,1
4.0,1.0,0.0,2
8.0,2.0,0.0,2
11.0,1.0,2.0,1
31.0,4.0,1.0,1
123.0,25.0,2.0,2
25.0,6.0,1.0,2
36.0,8.0,1.0,2
38.0,8.0,0.0,1
8.0,2.0,1.0,2
320.0,63.0,2.0,2
3.0,1.0,1.0,1
46.0,8.0,0.0,1
6.0,1.0,0.0,1
3.0,1.0,0.0,1
3.0,1.0,0.0,2
5.0,1.0,3.0,2
3.0,1.0,1.0,2
15.0,7.0,1.0,2
33.0,7.0,0.0,2
5.0,2.0,0.0,1
4.0,2.0,1.0,1
3.0,1.0,1.0,2
6.0,2.0,1.0,2
10.0,1.0,1.0,1
